uuid;style;artist;title_music;lastfm_music_url;lastfm_artist_url;videoID_youtube;chroma_stft;mfcc;spec_cent;spec_bw;zcr;spec_rolloff
b9884f02;country;Johnny Flynn;Tickle Me Pink;https://www.last.fm/music/johnny%2bflynn;https://www.last.fm/music/johnny%2bflynn/_/tickle%2bme%2bpink;VrnAdhwIofs;0.38553563478092856;3.2238192225106808;1450.4231489056076;1800.4475121992289;0.06079312105247176;1450.4231489056076
6305a79c;country;Steve Earle;Copperhead Road;https://www.last.fm/music/steve%2bearle;https://www.last.fm/music/steve%2bearle/_/copperhead%2broad;xvaEJzoaYZk;0.4028073801377344;-2.385148921560678;3079.46003245158;2796.527955507516;0.16286770678922832;3079.46003245158
59e78326;country;Wanda Jackson;Funnel of Love;https://www.last.fm/music/wanda%2bjackson;https://www.last.fm/music/wanda%2bjackson/_/funnel%2bof%2blove;BXV19NfP3hA;0.35739850147665864;-1.1201487669708865;2385.102475207722;2218.2592221210857;0.134821445668111;2385.102475207722
53b31e1f;country;The National;The Perfect Song;https://www.last.fm/music/the%2bnational;https://www.last.fm/music/the%2bnational/_/the%2bperfect%2bsong;iEmux4sS_Xo;0.4186648092093913;3.3842057736232762;1643.849986351185;1959.9806168701687;0.06476748910359395;1643.849986351185
15cfd224;country;Darius Rucker;Come Back Song;https://www.last.fm/music/darius%2brucker;https://www.last.fm/music/darius%2brucker/_/come%2bback%2bsong;ap7HzFlOXq4;0.3488433019908775;-1.6685417834614351;2102.959292571746;2449.439368811842;0.08560368347925981;2102.959292571746
2d165f21;country;Harry Styles;sWeeT CreAtUre;https://www.last.fm/music/harry%2bstyles;https://www.last.fm/music/harry%2bstyles/_/sweet%2bcreature;8uD6s-X3590;0.2908336051441137;0.12983242602437373;1542.2371706238973;1978.4870307959745;0.06590369475360268;1542.2371706238973
66c6aa48;country;Sara Evans;Suds in the Bucket;https://www.last.fm/music/sara%2bevans;https://www.last.fm/music/sara%2bevans/_/suds%2bin%2bthe%2bbucket;06o-EYH9svs;0.372953092760349;-2.1231349262449646;2395.5809079781297;2393.315577552821;0.12757562166761569;2395.5809079781297
94491f8c;country;First Aid Kit;King of the World;https://www.last.fm/music/first%2baid%2bkit;https://www.last.fm/music/first%2baid%2bkit/_/king%2bof%2bthe%2bworld;At4HhgHtBHk;0.36081118428127024;3.3731729651001783;2273.491388214842;2318.879479344077;0.1133489043616824;2273.491388214842
33e88c97;country;Alabama;Song of the South;https://www.last.fm/music/alabama;https://www.last.fm/music/alabama/_/song%2bof%2bthe%2bsouth;lHdXQAQHjd8;0.37389409378990063;-5.257045605824758;2660.509650687819;2460.168028139395;0.13933913160855232;2660.509650687819
65b1440c;country;Seether;Country Song;https://www.last.fm/music/seether;https://www.last.fm/music/seether/_/country%2bsong;4NMxwbn_QoU;0.4423677909934248;-1.4143759548059385;2467.881195906753;2362.1335179695293;0.12554078195986876;2467.881195906753
1b5fd58f;country;Black Rebel Motorcycle Club;Devil's Waitin';https://www.last.fm/music/black%2brebel%2bmotorcycle%2bclub;https://www.last.fm/music/black%2brebel%2bmotorcycle%2bclub/_/devil%2527s%2bwaitin%2527;8nP1VOiFTtw;0.2690032415488764;-3.2881559730252987;1661.4729638478657;2038.858229495763;0.06527694310897436;1661.4729638478657
d16975f5;country;Marty Robbins;Big Iron;https://www.last.fm/music/marty%2brobbins;https://www.last.fm/music/marty%2brobbins/_/big%2biron;999RqGZatPs;0.20346114842843047;-11.728517582905786;1297.545747887528;1377.3286181506678;0.0559873466999381;1297.545747887528
e992f746;country;Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);https://www.last.fm/music/mark%2bronson;https://www.last.fm/music/mark%2bronson/_/nothing%2bbreaks%2blike%2ba%2bheart%2b%2528feat.%2bmiley%2bcyrus%2529;A9hcJgtnm6Q;0.4148509579970877;5.711028992146975;2070.2378234758235;2429.8033508683275;0.07777516117911748;2070.2378234758235
31f17924;country;Gretchen Wilson;Redneck Woman;https://www.last.fm/music/gretchen%2bwilson;https://www.last.fm/music/gretchen%2bwilson/_/redneck%2bwoman;82dDnv9zeLs;0.37435405078939615;1.6541251112704582;2297.900543126019;2277.736554981701;0.12236685859759433;2297.900543126019
f7885735;country;Keith Anderson;Pickin' Wildflowers;https://www.last.fm/music/keith%2banderson;https://www.last.fm/music/keith%2banderson/_/pickin%2527%2bwildflowers;_m7aMk5C1qU;0.3852421416609687;3.6313880269141263;2479.825950068993;2516.421992360993;0.12009899990497908;2479.825950068993
7d0d0e4d;country;Merle Haggard;Mama Tried;https://www.last.fm/music/merle%2bhaggard;https://www.last.fm/music/merle%2bhaggard/_/mama%2btried;ZkQzP9D6vyg;0.3310115882006189;-1.8213865365742061;2035.632534800192;2187.539961432616;0.09778366142709068;2035.632534800192
c687f945;country;Demi Lovato;Made in the USA;https://www.last.fm/music/demi%2blovato;https://www.last.fm/music/demi%2blovato/_/made%2bin%2bthe%2busa;z3zdIHDTbg0;0.3884421981232198;-1.8061940925386355;2452.435998977889;2339.583709713022;0.11373208453587745;2452.435998977889
b123a565;country;James Otto;Just Got Started Lovin' You;https://www.last.fm/music/james%2botto;https://www.last.fm/music/james%2botto/_/just%2bgot%2bstarted%2blovin%2527%2byou;MCx6NnGYHh0;0.3742584278996662;3.4377090669793016;2127.0305680906267;2341.473142537525;0.09092054532905257;2127.0305680906267
e7d91872;country;Alabama 3;Woke Up This Morning;https://www.last.fm/music/alabama%2b3;https://www.last.fm/music/alabama%2b3/_/woke%2bup%2bthis%2bmorning;9W3A34TTxFU;0.4757692206882284;5.578718367226544;2296.580208461001;2610.842493215155;0.08357386110334822;2296.580208461001
ad6074f3;country;Big & Rich;Save a Horse (Ride a Cowboy);https://www.last.fm/music/big%2b%2526%2brich;https://www.last.fm/music/big%2b%2526%2brich/_/save%2ba%2bhorse%2b%2528ride%2ba%2bcowboy%2529;S9ZbuIRPwFg;0.4362863852336452;0.014885434062014919;2682.998515500617;2534.268342424834;0.14119877363265654;2682.998515500617
456e59a0;country;David Lee Murphy;Dust On The Bottle;https://www.last.fm/music/david%2blee%2bmurphy;https://www.last.fm/music/david%2blee%2bmurphy/_/dust%2bon%2bthe%2bbottle;uNkF_ZpQ4eg;0.4199605126564926;-1.800597406609855;3356.7952734152104;2810.3499259147497;0.1848684169879399;3356.7952734152104
62f5ca9e;country;Tennessee Ernie Ford;Sixteen Tons;https://www.last.fm/music/tennessee%2bernie%2bford;https://www.last.fm/music/tennessee%2bernie%2bford/_/sixteen%2btons;zUpTJg2EBpw;0.32894860679823834;-6.236319831329943;2003.922979115735;1997.7761328868314;0.09470586478058997;2003.922979115735
068cd7f8;country;Martina McBride;Concrete Angel;https://www.last.fm/music/martina%2bmcbride;https://www.last.fm/music/martina%2bmcbride/_/concrete%2bangel;KtNYA4pAGjI;0.2564221965579994;-2.8031638566388764;1978.1025927718508;2235.3246243020008;0.08468012672037106;1978.1025927718508
a8b49d87;country;Randy Travis;Forever And Ever, Amen;https://www.last.fm/music/randy%2btravis;https://www.last.fm/music/randy%2btravis/_/forever%2band%2bever%252c%2bamen;sgJXbIP83A8;0.3750269279828133;-4.743948348304893;1887.396478221618;2156.7537065377;0.08144343796777317;1887.396478221618
a6b6b9c4;country;Randy Houser;Boots On;https://www.last.fm/music/randy%2bhouser;https://www.last.fm/music/randy%2bhouser/_/boots%2bon;0go5Q_v0EIk;0.4290367827381013;-2.230152899777063;2350.6330332089733;2294.8997443428493;0.12460100520694704;2350.6330332089733
e0e489d1;country;George Harrison;I Live for You;https://www.last.fm/music/george%2bharrison;https://www.last.fm/music/george%2bharrison/_/i%2blive%2bfor%2byou;FsckHSI81cQ;0.3106277506015841;3.1408198186887097;2085.5057406703563;2340.0435764626723;0.09758581028096636;2085.5057406703563
cf87ec80;country;Grimes;Entropy;https://www.last.fm/music/grimes;https://www.last.fm/music/grimes/_/entropy;Dt0IiGxNntw;0.3914414532520128;2.836629495915901;1829.6306837637067;2399.748556365399;0.06809666111423925;1829.6306837637067
35cc091e;country;Trampled by Turtles;Wait So Long;https://www.last.fm/music/trampled%2bby%2bturtles;https://www.last.fm/music/trampled%2bby%2bturtles/_/wait%2bso%2blong;Xjdkc14-zwQ;0.3646970264429384;-2.4761306688142986;2147.2938416013885;2212.78265726375;0.11206246880974473;2147.2938416013885
82db5ca7;country;Justin Timberlake;Say Something;https://www.last.fm/music/justin%2btimberlake;https://www.last.fm/music/justin%2btimberlake/_/say%2bsomething;8MPbR6Cbwi4;0.3756369367102768;-4.511363316389396;2340.252480512864;2377.195591019294;0.11361430229054215;2340.252480512864
bdce92ff;country;k.d. lang;Constant Craving;https://www.last.fm/music/k.d.%2blang;https://www.last.fm/music/k.d.%2blang/_/constant%2bcraving;oXqPjx94YMg;0.3275539371345393;-2.0712397825427042;2634.459907586128;2713.2478732881823;0.11634658428652525;2634.459907586128
80c55fac;country;U2;The Wanderer;https://www.last.fm/music/u2;https://www.last.fm/music/u2/_/the%2bwanderer;MO8DtcW6yAc;0.3738245793154027;-0.9386459469039402;2406.8474359954653;2656.940809823261;0.09639023031938464;2406.8474359954653
cbd46bc0;country;Hugo;99 Problems;https://www.last.fm/music/hugo;https://www.last.fm/music/hugo/_/99%2bproblems;swnudbCnccs;0.4232400616327226;1.3951431792930682;2097.2315151241824;2239.6302844487527;0.09554972690818583;2097.2315151241824
f67c5198;country;Iron & Wine and Calexico;He Lays in the Reins;https://www.last.fm/music/iron%2b%2526%2bwine%2band%2bcalexico;https://www.last.fm/music/iron%2b%2526%2bwine%2band%2bcalexico/_/he%2blays%2bin%2bthe%2breins;MePq4yH-dnc;0.3876969943788044;2.4147040266996864;1615.6500720747226;2116.2466841359187;0.058667873159477385;1615.6500720747226
6b368005;country;Trisha Yearwood;She's In Love With The Boy;https://www.last.fm/music/trisha%2byearwood;https://www.last.fm/music/trisha%2byearwood/_/she%2527s%2bin%2blove%2bwith%2bthe%2bboy;mUFObCZtGWQ;0.3498904248896351;-6.190734747070731;2234.616808743978;2309.9334979024266;0.1135351454113485;2234.616808743978
627f44f6;country;Roy Orbison;Blue Bayou;https://www.last.fm/music/roy%2borbison;https://www.last.fm/music/roy%2borbison/_/blue%2bbayou;uZ3nHiK-jR4;0.3100706068290913;-1.7893131689908597;1699.8511243485932;2180.264138475299;0.0683916466816758;1699.8511243485932
b00c155c;country;Waylon Jennings;Are You Sure Hank Done It This Way;https://www.last.fm/music/waylon%2bjennings;https://www.last.fm/music/waylon%2bjennings/_/are%2byou%2bsure%2bhank%2bdone%2bit%2bthis%2bway;TNpLSaCirj8;0.39776512500028577;-1.169490782636147;2066.0099979928973;2113.9594156589887;0.10597764114891517;2066.0099979928973
76a74671;country;Avril Lavigne;Stop Standing There;https://www.last.fm/music/avril%2blavigne;https://www.last.fm/music/avril%2blavigne/_/stop%2bstanding%2bthere;98Tv-CTx--A;0.3985222888417268;2.8729961663193464;2334.5391613094203;2358.109501543277;0.11165179726475427;2334.5391613094203
8e88eb61;country;Gossip;Coal To Diamonds;https://www.last.fm/music/gossip;https://www.last.fm/music/gossip/_/coal%2bto%2bdiamonds;mxu4gST4A2o;0.3133544337474605;0.8193798880087759;1505.5223343498235;1904.7041426590408;0.06117649833937198;1505.5223343498235
076f3e3a;country;Harry Mcclintock;Big Rock Candy Mountain;https://www.last.fm/music/harry%2bmcclintock;https://www.last.fm/music/harry%2bmcclintock/_/big%2brock%2bcandy%2bmountain;tLKdxjCpw6U;0.2755386216025565;-13.129028149563165;980.437535941908;1195.2263032199292;0.04442773730322338;980.437535941908
f975fa62;country;David Nail;Red Light;https://www.last.fm/music/david%2bnail;https://www.last.fm/music/david%2bnail/_/red%2blight;DXdIcgueM4U;0.3650925145873556;-1.1438261943129169;2082.477187757233;2230.2245576510168;0.10324604573309804;2082.477187757233
942a8120;country;Billy Bragg & Wilco;California Stars;https://www.last.fm/music/billy%2bbragg%2b%2526%2bwilco;https://www.last.fm/music/billy%2bbragg%2b%2526%2bwilco/_/california%2bstars;gxzMbAMO73k;0.3861218499862257;2.5417330236044773;1798.7257119466235;2230.6515896246915;0.07446496351709905;1798.7257119466235
ee36e8a9;country;Bon Jovi;Lost Highway;https://www.last.fm/music/bon%2bjovi;https://www.last.fm/music/bon%2bjovi/_/lost%2bhighway;n0slRE1-g1Q;0.4253703989142146;3.234899271041344;2882.5527276098383;2654.482348556613;0.1455033034848555;2882.5527276098383
305bb112;country;Oasis;(Get Off Your) High Horse Lady;https://www.last.fm/music/oasis;https://www.last.fm/music/oasis/_/%2528get%2boff%2byour%2529%2bhigh%2bhorse%2blady;gBqE7_GV0dU;0.4160144273708547;2.2251583585973584;2164.0719051550527;2074.6466972183357;0.12671490860472542;2164.0719051550527
a84b4e24;country;Kris Kristofferson;Me And Bobby McGee;https://www.last.fm/music/kris%2bkristofferson;https://www.last.fm/music/kris%2bkristofferson/_/me%2band%2bbobby%2bmcgee;G-J7mLyD3yc;0.33124168487520705;-4.939037444975607;1623.5909486881228;2068.849264161072;0.0614958645769197;1623.5909486881228
dc234253;country;José González;Far Away;https://www.last.fm/music/jos%25c3%25a9%2bgonz%25c3%25a1lez;https://www.last.fm/music/jos%25c3%25a9%2bgonz%25c3%25a1lez/_/far%2baway;ZO1SGvFSgZQ;0.3009938940898271;-3.905702266756177;741.2692707143835;1012.4605192302544;0.03704666685320883;741.2692707143835
b7cb1ddf;country;Phil Vassar;Just Another Day In Paradise;https://www.last.fm/music/phil%2bvassar;https://www.last.fm/music/phil%2bvassar/_/just%2banother%2bday%2bin%2bparadise;QR4Y6Ll0DwA;0.3424171090123269;2.9972289059538006;2536.540352766389;2533.959819786077;0.12564224601150492;2536.540352766389
93ac8fa7;country;Lucinda Williams;Are You Alright?;https://www.last.fm/music/lucinda%2bwilliams;https://www.last.fm/music/lucinda%2bwilliams/_/are%2byou%2balright%253f;8E8_utQlJbo;0.3793250179831892;3.5946610253087434;1500.5735578671606;2069.1504155826733;0.05229675709258453;1500.5735578671606
06470fbc;country;Robbie Williams;Lazy Days;https://www.last.fm/music/robbie%2bwilliams;https://www.last.fm/music/robbie%2bwilliams/_/lazy%2bdays;JAX_CpzFn3w;0.4419700722663283;0.007590473182622205;2915.2199078130047;2751.6459689831568;0.14163919765201255;2915.2199078130047
2c7cf81b;country;Conor Oberst;Sausalito;https://www.last.fm/music/conor%2boberst;https://www.last.fm/music/conor%2boberst/_/sausalito;8c-55oYydr4;0.3914076461676959;5.271733566099987;2362.1746064028684;2610.7341914636536;0.09360162823131324;2362.1746064028684
d72e9e9f;country;The Little Willies;Love Me;https://www.last.fm/music/the%2blittle%2bwillies;https://www.last.fm/music/the%2blittle%2bwillies/_/love%2bme;lETe2PCaLpU;0.31085723296294937;1.894591496826333;1296.6132821565725;1713.6877856720816;0.056493313191791565;1296.6132821565725
99eac6a1;country;Tracy Lawrence;Paint Me A Birmingham;https://www.last.fm/music/tracy%2blawrence;https://www.last.fm/music/tracy%2blawrence/_/paint%2bme%2ba%2bbirmingham;DHvVXMVSy4c;0.3591614426612484;0.7776413360333173;1859.070304946241;2113.2479375113294;0.0862719385298694;1859.070304946241
c556eeef;country;Townes Van Zandt;Lungs;https://www.last.fm/music/townes%2bvan%2bzandt;https://www.last.fm/music/townes%2bvan%2bzandt/_/lungs;3Rdm8LItAHs;0.2860385473195761;-7.023646040629119;1851.659012899768;2062.7034516033523;0.07812849715999523;1851.659012899768
d0c2e4af;country;Diamond Rio;Meet in the Middle;https://www.last.fm/music/diamond%2brio;https://www.last.fm/music/diamond%2brio/_/meet%2bin%2bthe%2bmiddle;qWKpCmPdGmM;0.38891693181944864;-3.0828088932937017;2572.326241905459;2626.843580454591;0.11920947127636758;2572.326241905459
9efa872d;country;Johnny Cash & June Carter;Jackson;https://www.last.fm/music/johnny%2bcash%2b%2526%2bjune%2bcarter;https://www.last.fm/music/johnny%2bcash%2b%2526%2bjune%2bcarter/_/jackson;U3NJC18Oi04;0.3639952780231454;-4.316450512085647;2015.4265355554223;2094.466778565978;0.09423388045408758;2015.4265355554223
90a5e9bd;country;Kenny Rogers & Dolly Parton;Islands In The Stream;https://www.last.fm/music/kenny%2brogers%2b%2526%2bdolly%2bparton;https://www.last.fm/music/kenny%2brogers%2b%2526%2bdolly%2bparton/_/islands%2bin%2bthe%2bstream;HQW7I62TNOw;0.3766305698728416;3.0257821023257527;2525.409016232517;2441.3492749733696;0.1259912175346217;2525.409016232517
13052bda;country;The Mountain Goats;Dilaudid;https://www.last.fm/music/the%2bmountain%2bgoats;https://www.last.fm/music/the%2bmountain%2bgoats/_/dilaudid;6Dhyw30g__Q;0.3389595336851361;-1.5439280501231882;1502.2129070242106;1749.739673977518;0.06899237721824407;1502.2129070242106
3769f188;country;Jamey Johnson;In Color;https://www.last.fm/music/jamey%2bjohnson;https://www.last.fm/music/jamey%2bjohnson/_/in%2bcolor;EYGwxf1gCC4;0.34009142395802033;-6.398658904924947;2097.4901345985572;2319.485149447211;0.0910866394864476;2097.4901345985572
71c844b6;country;Beyoncé;Daddy Lessons;https://www.last.fm/music/beyonc%25c3%25a9;https://www.last.fm/music/beyonc%25c3%25a9/_/daddy%2blessons;odnFjjt0AzY;0.3941760266794983;3.3816958826956247;2463.948573969869;2502.616954139658;0.11075894317002948;2463.948573969869
39606504;country;Modest Mouse;King Rat;https://www.last.fm/music/modest%2bmouse;https://www.last.fm/music/modest%2bmouse/_/king%2brat;Qi7KDOAj4Xo;0.4603282889330134;1.0504118568045788;2539.2364121665773;2482.4791173677736;0.13552628824251894;2539.2364121665773
ec2d4f25;country;Lynn Anderson;Rose Garden;https://www.last.fm/music/lynn%2banderson;https://www.last.fm/music/lynn%2banderson/_/rose%2bgarden;2-eclUz-RYI;0.3247227323799316;2.2068242793549344;2439.438378712158;2388.25946918393;0.12742625384483938;2439.438378712158
a92162e5;country;Lissie;Everywhere I Go;https://www.last.fm/music/lissie;https://www.last.fm/music/lissie/_/everywhere%2bi%2bgo;ZYGDe9JsQWE;0.28824255252846703;-4.453246352864538;1518.2896230792762;1975.219342799827;0.0617157080279432;1518.2896230792762
65c3f351;country;Bobbie Gentry;Ode to Billie Joe;https://www.last.fm/music/bobbie%2bgentry;https://www.last.fm/music/bobbie%2bgentry/_/ode%2bto%2bbillie%2bjoe;HaRacIzZSPo;0.26204583585920577;-13.469104852308408;1395.5917476187478;1901.5518121919745;0.05194730248241012;1395.5917476187478
a8bc4dc2;country;Shakey Graves;Dearly Departed (feat. Esmé Patterson);https://www.last.fm/music/shakey%2bgraves;https://www.last.fm/music/shakey%2bgraves/_/dearly%2bdeparted%2b%2528feat.%2besm%25c3%25a9%2bpatterson%2529;AkDycke-u6M;0.3643180472190503;3.2272846321787614;2089.483642307096;2226.531813903957;0.09146114508466732;2089.483642307096
4bb7ca32;country;Brantley Gilbert;Country Must Be Country Wide;https://www.last.fm/music/brantley%2bgilbert;https://www.last.fm/music/brantley%2bgilbert/_/country%2bmust%2bbe%2bcountry%2bwide;8peBUdlUNmM;0.3888129859326711;0.20228841233769376;2282.993809848438;2369.778978842124;0.10001893862703813;2282.993809848438
1c3e2695;country;John Lennon;Crippled Inside;https://www.last.fm/music/john%2blennon;https://www.last.fm/music/john%2blennon/_/crippled%2binside;EX7roXRmkOU;0.4467294155174655;2.5220538591784045;1922.599513434635;2249.254725501416;0.07596456740483437;1922.599513434635
87e0be6d;country;Deer Tick;Art Isn't Real (City of Sin);https://www.last.fm/music/deer%2btick;https://www.last.fm/music/deer%2btick/_/art%2bisn%2527t%2breal%2b%2528city%2bof%2bsin%2529;1EqAyWyhPdE;0.3403231831104311;0.6497422023974824;2016.5436017964864;2132.684201676273;0.09582537832646176;2016.5436017964864
2952f7b2;country;The Shins;A Call To Apathy [tentative title];https://www.last.fm/music/the%2bshins;https://www.last.fm/music/the%2bshins/_/a%2bcall%2bto%2bapathy%2b%255btentative%2btitle%255d;SsI-vOR1xyI;0.3539164245112616;2.4466634199614026;1926.1483109029487;2301.9031257205484;0.07483180308229533;1926.1483109029487
1b6adcf5;country;The Dandy Warhols;Country Leaver;https://www.last.fm/music/the%2bdandy%2bwarhols;https://www.last.fm/music/the%2bdandy%2bwarhols/_/country%2bleaver;ylF2d-WZf0Y;0.4005849843344576;2.159855751346955;2001.6091741170865;2159.427597609933;0.09381547107989904;2001.6091741170865
680ff4d2;country;Eli Young Band;Even If It Breaks Your Heart;https://www.last.fm/music/eli%2byoung%2bband;https://www.last.fm/music/eli%2byoung%2bband/_/even%2bif%2bit%2bbreaks%2byour%2bheart;D-5GnZYxI4M;0.3787309581953244;0.10439708610351564;2116.9218089281712;2279.576679761829;0.10170612703296844;2116.9218089281712
f7069423;country;Clay Walker;She Won't Be Lonely Long;https://www.last.fm/music/clay%2bwalker;https://www.last.fm/music/clay%2bwalker/_/she%2bwon%2527t%2bbe%2blonely%2blong;E3n9HtxzuBI;0.3644247945096345;-2.60250347797315;2241.1183604997213;2415.533008554272;0.09924291389143566;2241.1183604997213
ae5e1c31;country;Tori Amos;Big Wheel;https://www.last.fm/music/tori%2bamos;https://www.last.fm/music/tori%2bamos/_/big%2bwheel;UGZCoBIg3dc;0.42328048648672495;4.219905407317541;1967.1876099354888;2326.0028445118883;0.07898523023574877;1967.1876099354888
06360f98;country;Brandi Carlile;Turpentine;https://www.last.fm/music/brandi%2bcarlile;https://www.last.fm/music/brandi%2bcarlile/_/turpentine;SSmE0BBOwSg;0.3168899929655229;-1.2241661226282514;1612.3451015598348;2158.480184711166;0.05785231230489505;1612.3451015598348
ab88b4fb;country;Jack White;Wayfaring Stranger;https://www.last.fm/music/jack%2bwhite;https://www.last.fm/music/jack%2bwhite/_/wayfaring%2bstranger;MwVLpsgAe8E;0.2502587244100872;-7.88362824234324;1500.1440094773068;1876.8740263695402;0.0636211525138559;1500.1440094773068
125675a9;country;Little Feat;Willin';https://www.last.fm/music/little%2bfeat;https://www.last.fm/music/little%2bfeat/_/willin%2527;txX-kPn3h6s;0.3752699735103912;-1.974492097154567;2558.570843166553;2588.910631317948;0.11352748342976975;2558.570843166553
c40b3314;country;Post Malone;Stay;https://www.last.fm/music/post%2bmalone;https://www.last.fm/music/post%2bmalone/_/stay;_CUyj0yvuaU;0.2982937970607577;-0.8704632957606578;2298.961859629157;2498.980073152575;0.0987265353886961;2298.961859629157
5decf1c1;country;Reba McEntire;Fancy;https://www.last.fm/music/reba%2bmcentire;https://www.last.fm/music/reba%2bmcentire/_/fancy;zplc4Ienkws;0.3802795579681123;-3.7277796142105486;2098.6491257779385;2282.479827507022;0.0939302041632518;2098.6491257779385
e9c5329c;country;Juice Newton;Angel of the Morning;https://www.last.fm/music/juice%2bnewton;https://www.last.fm/music/juice%2bnewton/_/angel%2bof%2bthe%2bmorning;HTzGMEfbnAw;0.2923726143603533;-8.667536735044964;1776.2709174631875;1880.9023617429248;0.0900352081577251;1776.2709174631875
9e191779;country;Robert Plant & Alison Krauss;Killing The Blues;https://www.last.fm/music/robert%2bplant%2b%2526%2balison%2bkrauss;https://www.last.fm/music/robert%2bplant%2b%2526%2balison%2bkrauss/_/killing%2bthe%2bblues;gwg2sdRdahM;0.4008662781827981;5.330066954075388;1102.4800084793103;1715.6944640023469;0.03553281998640929;1102.4800084793103
eee7228f;country;The Stanley Brothers;Angel Band;https://www.last.fm/music/the%2bstanley%2bbrothers;https://www.last.fm/music/the%2bstanley%2bbrothers/_/angel%2bband;WIHFxIQfSxc;0.2716139147192899;-8.608032501605285;2137.2085372760157;2564.059158200177;0.08591679753483952;2137.2085372760157
91f5b184;country;Eddie Rabbitt;I Love A Rainy Night;https://www.last.fm/music/eddie%2brabbitt;https://www.last.fm/music/eddie%2brabbitt/_/i%2blove%2ba%2brainy%2bnight;ebt0BR5wHYs;0.3893189854404241;-0.472702093684186;2718.829811234498;2616.999554436063;0.1326574154836381;2718.829811234498
029b55af;country;Beachwood Sparks;By Your Side;https://www.last.fm/music/beachwood%2bsparks;https://www.last.fm/music/beachwood%2bsparks/_/by%2byour%2bside;cuia6EgqxVE;0.3262900504897435;3.482871452836525;1602.7051835366879;2003.8222118078927;0.07330943924411787;1602.7051835366879
11927c39;country;Green Day;Dominated Love Slave;https://www.last.fm/music/green%2bday;https://www.last.fm/music/green%2bday/_/dominated%2blove%2bslave;71Z81V7_IjE;0.4407027769130407;-4.455143238409075;2157.5886570906;2024.307178217753;0.12454461776843685;2157.5886570906
7e378068;country;Colbie Caillat;I Won't;https://www.last.fm/music/colbie%2bcaillat;https://www.last.fm/music/colbie%2bcaillat/_/i%2bwon%2527t;3_kWsSuLqUI;0.3486163580027096;4.030547479961158;2291.6032415678987;2517.6651947104347;0.09686789899838924;2291.6032415678987
0c2baeec;country;Brenda Lee;I'm Sorry;https://www.last.fm/music/brenda%2blee;https://www.last.fm/music/brenda%2blee/_/i%2527m%2bsorry;BGLR25EJtfE;0.29390556987957994;-8.294748629100145;1417.5052858910199;1762.658370747563;0.06420559002642767;1417.5052858910199
61fea8a7;country;Jason Michael Carroll;Livin' Our Love Song;https://www.last.fm/music/jason%2bmichael%2bcarroll;https://www.last.fm/music/jason%2bmichael%2bcarroll/_/livin%2527%2bour%2blove%2bsong;EnTaiiOxU6c;0.3538982620885085;-0.2454351389181573;2592.3529478046835;2471.708062931536;0.13838314226317838;2592.3529478046835
85866736;country;Eels;Climbing To The Moon;https://www.last.fm/music/eels;https://www.last.fm/music/eels/_/climbing%2bto%2bthe%2bmoon;vPfz_bCwhYo;0.33594137845690153;-0.8464765886781211;1373.751615245127;1964.5748966996562;0.04754592681983316;1373.751615245127
e6ee360a;country;Iron & Wine;Half Moon;https://www.last.fm/music/iron%2b%2526%2bwine;https://www.last.fm/music/iron%2b%2526%2bwine/_/half%2bmoon;6nT911jkWEo;0.3311903531533459;-8.505814657164459;1581.6648833773693;1982.9170804632925;0.062271793812872074;1581.6648833773693
54127ced;country;The Magnetic Fields;Papa Was a Rodeo;https://www.last.fm/music/the%2bmagnetic%2bfields;https://www.last.fm/music/the%2bmagnetic%2bfields/_/papa%2bwas%2ba%2brodeo;fllQTBPDalk;0.33327079922080843;-2.620303179874192;1550.6553328427067;1978.8485412473008;0.0568639821019666;1550.6553328427067
e9cb9219;country;The Jayhawks;Blue;https://www.last.fm/music/the%2bjayhawks;https://www.last.fm/music/the%2bjayhawks/_/blue;Z9mJ69Tqh84;0.3704502382682935;-2.5412631591542136;2212.696244511314;2457.756711213592;0.09639175456452012;2212.696244511314
dc389fc4;country;The Kills;Gypsy Death & You;https://www.last.fm/music/the%2bkills;https://www.last.fm/music/the%2bkills/_/gypsy%2bdeath%2b%2526%2byou;v0AKmoXxWEM;0.2978366313973056;-5.779881071371538;1511.7309386586987;1739.884961355572;0.06435529697119613;1511.7309386586987
9abbbf48;country;Kacey Musgraves;Merry Go 'Round;https://www.last.fm/music/kacey%2bmusgraves;https://www.last.fm/music/kacey%2bmusgraves/_/merry%2bgo%2b%2527round;GZfj2Ir3GgQ;0.30220689438968906;-2.273973733722724;1776.4342977255926;2137.9551635924977;0.0727340471320133;1776.4342977255926
0cafe33a;country;Jenny Lewis;Barking at the Moon;https://www.last.fm/music/jenny%2blewis;https://www.last.fm/music/jenny%2blewis/_/barking%2bat%2bthe%2bmoon;JmccTTDyj8A;0.3130217979115549;-0.6875435129121664;2123.9833335258113;2373.0406048985506;0.09076000276742018;2123.9833335258113
65c08ded;country;Gillian Welch;Look at Miss Ohio;https://www.last.fm/music/gillian%2bwelch;https://www.last.fm/music/gillian%2bwelch/_/look%2bat%2bmiss%2bohio;B8aH4cRdplE;0.3382304150944346;-1.9562813697657573;1320.1406484944628;1978.4965009259515;0.04054172969925664;1320.1406484944628
